adlib_id,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown
479382266452313,,0.28,0.074,0.04,0.03,0.021,0.017,,0.27,0.116,0.068,0.036,0.017,0.022,,0.005,0.001,0.001,0,0,0,
282445413596115,,0.052,0.074,0.107,0.098,0.047,,,0.123,0.168,0.176,0.112,0.04,,,0.001,0.001,0.001,0.001,0,,
391056778678552,,0.021,0.028,0.038,0.054,0.032,,,0.204,0.229,0.169,0.152,0.068,,,0.001,0.001,0.002,0.001,0.001,,
873923423336736,,0.06,0.082,0.105,0.097,0.054,,,0.143,0.194,0.141,0.088,0.032,,,0.001,0.001,0.001,0,0,,
2231933050274632,,0.017,0.027,0.051,0.081,0.052,,,0.156,0.177,0.175,0.17,0.087,,,0,0.001,0.002,0.002,0.001,,
927190801453121,,0.042,0.052,0.048,0.037,0.017,,,0.199,0.283,0.185,0.1,0.034,,,0.001,0.001,0.001,0,0,,
173242694710535,,0.036,0.032,0.026,0.032,0.022,,,0.276,0.256,0.148,0.117,0.051,,,0.001,0.001,0.002,0.001,0.001,,
484057532904925,,0.448,0.128,0.025,0.008,0.002,0.005,,0.263,0.089,0.014,0.004,0.001,0.005,,0.005,0.001,0,0,0,0,
317978239687559,,0.381,0.261,0.065,0.028,0.006,0.006,,0.14,0.085,0.015,0.006,0.002,0.002,,0.004,0.002,,,,,
297572442023183,,0.562,0.113,0.024,0.007,0.003,0.005,,0.219,0.051,0.008,0.003,0.001,0.002,,0.002,0.001,,,,0,
1825780160922391,,0.185,0.072,0.065,0.056,0.043,0.03,,0.16,0.157,0.106,0.062,0.031,0.029,,0.002,0.001,0.001,0,0,0.001,
219226820009154,,0.008,0.047,0.151,0.138,0.076,0.058,,0.036,0.143,0.156,0.088,0.033,0.052,,0.001,0.002,0.007,0.002,0.001,0.001,
132224358947897,,0.037,0.028,0.074,0.083,0.093,0.13,,0.056,0.074,0.083,0.12,0.102,0.102,,,0.019,,,,,
275169590982702,,0.184,0.064,0.059,0.047,0.032,0.022,,0.217,0.151,0.11,0.055,0.023,0.03,,0.003,0.001,0.001,0,0,0.001,
216868633243524,,0.014,0.024,0.045,0.072,0.049,,,0.146,0.185,0.193,0.183,0.084,,,0,0.001,0.002,0.001,0,,
478799040043350,,0.037,0.04,0.094,0.1,0.049,,,0.125,0.149,0.223,0.134,0.047,,,0,0.001,0.001,0,0,,
820800261860118,,0.026,0.053,0.075,0.098,0.051,,,0.132,0.179,0.163,0.156,0.063,,,0,0.001,0.003,0.002,0.001,,
693141708046288,,0.042,0.078,0.063,0.056,0.028,,,0.17,0.27,0.15,0.102,0.037,,,0,0.001,0.001,0,0,,
887005742030611,,0.021,0.046,0.074,0.094,0.05,,,0.112,0.173,0.18,0.167,0.076,,,0,0.001,0.002,0.002,0.001,,
491183788665020,,0.071,0.085,0.111,0.092,0.042,,,0.139,0.188,0.156,0.085,0.028,,,0.001,0.001,0.001,0,0,,
466140237800478,,0.064,0.102,0.145,0.125,0.048,,,0.093,0.148,0.161,0.087,0.024,,,0,0.001,0.001,0,0,,
212438730419448,,0.021,0.042,0.04,0.042,0.02,,,0.201,0.288,0.177,0.118,0.045,,,0.001,0.001,0.002,0.001,0,,
398812627815583,,0.042,0.051,0.059,0.069,0.039,,,0.205,0.205,0.151,0.12,0.053,,,0.001,0.001,0.003,0.002,0.001,,
833897940667830,,0.047,0.081,0.071,0.04,0.012,,,0.172,0.314,0.184,0.061,0.013,,,0.001,0.002,0.002,0,0,,
876242192956786,,0.01,0.026,0.121,0.148,0.152,0.101,,0.03,0.075,0.128,0.101,0.052,0.049,,0.001,,0.004,0.002,0.001,0.001,
295545268948354,,0.155,0.077,0.077,0.063,0.045,0.03,,0.162,0.147,0.113,0.064,0.031,0.031,,0.002,0.001,0.001,0,0,0.001,
877218116166904,,0.156,0.073,0.069,0.054,0.04,0.03,,0.155,0.157,0.131,0.066,0.031,0.034,,0.002,0.001,0.001,0,0,0.001,
1396445600754675,,0.059,0.105,0.106,0.075,0.028,,,0.126,0.224,0.161,0.087,0.025,,,0.001,0.002,0.002,0,0,,
1572508932946633,,0.051,0.072,0.068,0.055,0.025,,,0.22,0.253,0.146,0.08,0.027,,,0,0.001,0.001,0.001,0,,
986455042180867,,0.004,0.017,0.067,0.128,0.158,0.166,,0.009,0.038,0.099,0.124,0.097,0.089,,,0,0.002,0.001,0.001,0.001,
327328748758273,,0.269,0.07,0.06,0.049,0.04,0.032,,0.18,0.1,0.088,0.051,0.027,0.029,,0.003,0.001,0.001,0,0,0,
793739664861346,,0.009,0.016,0.034,0.063,0.056,,,0.176,0.17,0.18,0.183,0.106,,,0,0.001,0.003,0,0,,
896580664237610,,0.042,0.085,0.124,0.121,0.063,,,0.09,0.182,0.165,0.093,0.03,,,0,0.001,0.001,0.001,0,,
152085306864834,,0.198,0.082,0.075,0.063,0.047,0.033,,0.172,0.115,0.096,0.055,0.028,0.031,,0.002,0.001,0.001,0,0,0.001,
374238333872644,,0.015,0.028,0.049,0.045,0.026,,,0.081,0.216,0.298,0.181,0.058,,,0,0.001,0.001,0.001,0,,
492379898473223,,0.025,0.039,0.055,0.083,0.051,,,0.154,0.197,0.16,0.151,0.078,,,0,0.001,0.002,0.002,0.001,,
472574367410886,,0.026,0.035,0.048,0.073,0.046,,,0.208,0.217,0.157,0.126,0.058,,,0.001,0.001,0.002,0.002,0,,
526965205376980,,0.068,0.121,0.127,0.109,0.046,,,0.095,0.208,0.13,0.071,0.022,,,0,0.001,0.001,0,0,,
291496989126509,,0.032,0.048,0.067,0.075,0.035,,,0.137,0.214,0.177,0.147,0.06,,,0,0.002,0.004,0.002,0.001,,
1627748967421852,,0.059,0.104,0.149,0.105,0.036,,,0.092,0.188,0.173,0.076,0.016,,,0,0.001,0.001,0,0,,
301017164865067,,0.075,0.083,0.09,0.073,0.031,,,0.184,0.217,0.145,0.079,0.021,,,0.001,0.001,0.001,0,0,,
302567634753042,,0.026,0.034,0.059,0.105,0.075,,,0.159,0.162,0.139,0.155,0.084,,,0,0.001,0.001,0.001,0.001,,
283722923385634,,0.038,0.077,0.085,0.076,0.038,,,0.12,0.255,0.174,0.099,0.032,,,0.001,0.002,0.002,0,0,,
370990047571806,,0.019,0.04,0.079,0.108,0.059,,,0.119,0.149,0.179,0.174,0.071,,,0,0.001,0.002,0.001,0,,
502802344466182,,0.049,0.079,0.105,0.098,0.049,,,0.129,0.188,0.155,0.104,0.039,,,0.001,0.001,0.001,0,0,,
2984140961805655,,0.017,0.025,0.031,0.035,0.022,,,0.208,0.272,0.186,0.14,0.058,,,0.001,0.002,0.003,0.001,0,,
137081358434336,,0.034,0.052,0.058,0.044,0.018,,,0.184,0.292,0.197,0.092,0.026,,,0.001,0.001,0.001,0,0,,
145861257436520,,0.018,0.027,0.037,0.057,0.036,,,0.205,0.23,0.175,0.14,0.07,,,0,0.001,0.002,0.002,0.001,,
297677498473847,,0.04,0.072,0.097,0.096,0.045,,,0.129,0.206,0.167,0.106,0.039,,,0,0.001,0.001,0,0,,
787652421865393,,0.02,0.034,0.035,0.043,0.021,,,0.203,0.288,0.181,0.121,0.048,,,0,0.001,0.002,0.001,0,,
296303545282016,,0.056,0.072,0.093,0.085,0.04,,,0.122,0.203,0.177,0.112,0.036,,,0.001,0.001,0.001,0.001,0,,
2765404290343056,,0.022,0.046,0.064,0.08,0.044,,,0.12,0.183,0.198,0.167,0.07,,,0,0.001,0.003,0.002,0.001,,
172432711420832,,0.106,0.113,0.105,0.08,0.049,0.026,,0.106,0.161,0.129,0.074,0.03,0.019,,0.001,0.001,0.001,0,0,0,
316121136702519,,0.096,0.122,0.106,0.082,0.049,0.029,,0.097,0.17,0.123,0.075,0.029,0.019,,0.001,0.001,0.001,0,0,0,
3892882247462415,,0.126,0.111,0.096,0.073,0.047,0.028,,0.121,0.16,0.116,0.068,0.029,0.02,,0.001,0.001,0.001,0,0,0,
957315875042848,,0.012,0.028,0.048,0.068,0.038,,,0.139,0.226,0.207,0.163,0.064,,,0,0.001,0.003,0.002,0,,
4108448482531950,,0.047,0.087,0.124,0.114,0.046,,,0.099,0.169,0.171,0.105,0.034,,,0,0.001,0.001,0,0,,
814757192752213,,0.07,0.082,0.114,0.082,0.03,,,0.17,0.176,0.172,0.079,0.019,,,0.001,0.001,0.002,0,0,,
911024469681706,,0.018,0.032,0.075,0.114,0.073,,,0.096,0.115,0.18,0.193,0.099,,,0,0,0.002,0.002,0.001,,
3970763972971307,,0.236,0.081,0.073,0.063,0.053,0.039,,0.151,0.098,0.084,0.056,0.03,0.031,,0.002,0.001,0.001,0,0,0,
1215442408869973,,0.035,0.038,0.036,0.04,0.022,,,0.248,0.247,0.156,0.12,0.051,,,0.001,0.001,0.002,0.001,0,,
169400781729367,,0.028,0.065,0.103,0.082,0.033,,,0.09,0.213,0.225,0.123,0.035,,,0,0.001,0.001,0,0,,
3635654349877832,,0.185,0.063,0.073,0.064,0.054,0.038,,0.167,0.111,0.104,0.066,0.034,0.036,,0.002,0.001,0.001,0,0,0.001,
4024489137607149,,0.25,0.057,0.051,0.041,0.037,0.026,,0.256,0.099,0.073,0.047,0.025,0.032,,0.004,0.001,0.001,0,0,0.001,
480839900032374,,0.033,0.034,0.044,0.062,0.04,,,0.229,0.219,0.151,0.127,0.057,,,0,0,0.002,0.001,0,,
1366918587026646,,0.062,0.092,0.099,0.068,0.026,,,0.145,0.231,0.165,0.083,0.025,,,0,0.001,0.001,0,0,,
124297406357115,,0.03,0.056,0.105,0.104,0.057,,,0.101,0.155,0.199,0.141,0.05,,,0,0.001,0.001,0.001,0,,
1268528446899355,,0.012,0.024,0.054,0.087,0.049,,,0.113,0.179,0.209,0.184,0.083,,,0,0.001,0.003,0.002,0.001,,
2139357422867954,,0.056,0.081,0.102,0.086,0.034,,,0.138,0.204,0.171,0.096,0.027,,,0.001,0.001,0.001,0,0,,
870110673720625,,0.03,0.043,0.049,0.068,0.043,,,0.175,0.207,0.175,0.139,0.065,,,0,0.002,0.003,0.002,0,,
512828433429480,,0.145,0.08,0.089,0.072,0.048,0.029,,0.133,0.146,0.123,0.071,0.032,0.027,,0.002,0.001,0.001,0,0,0.001,
206520087647514,,,0.013,0.046,0.104,0.15,0.175,,,0.062,0.103,0.127,0.107,0.108,,,0,0.001,0.001,0.001,0.001,
1009994709404937,,0.003,0.01,0.036,0.102,0.262,0.316,,0.008,0.023,0.041,0.05,0.072,0.077,,,0,0,0.001,0,0,
205916247707663,,0.046,0.064,0.095,0.091,0.047,,,0.133,0.186,0.171,0.117,0.045,,,0.001,0.001,0.002,0,0,,
455066765784757,,0.025,0.028,0.038,0.058,0.04,,,0.207,0.191,0.174,0.158,0.075,,,0,0.001,0.002,0.002,0.001,,
2891100804463212,,0.004,0.012,0.041,0.09,0.131,0.162,,0.014,0.049,0.116,0.148,0.122,0.107,,0,0,0.001,0.001,0.001,0.001,
204998914493408,,,0.005,0.019,0.071,0.136,0.161,,,0.04,0.086,0.167,0.164,0.147,,,0,0.001,0.001,0.001,0.001,
309625187181199,,0.111,0.136,0.117,0.073,0.04,0.025,,0.12,0.173,0.109,0.06,0.017,0.016,,0.001,0.002,0,0,0,,
302930314545360,,0.115,0.142,0.12,0.068,0.04,0.023,,0.115,0.162,0.122,0.059,0.018,0.014,0,0.001,0.001,0.001,0,,,
726869408009007,,0.047,0.088,0.128,0.103,0.045,,,0.099,0.169,0.173,0.108,0.037,,,0,0.001,0.002,0.001,0,,
817185569205445,,0.041,0.051,0.075,0.106,0.059,,,0.176,0.15,0.142,0.133,0.062,,,0,0.001,0.002,0.002,0,,
212680330619260,,0.038,0.066,0.083,0.07,0.03,,,0.15,0.249,0.188,0.098,0.026,,,0,0.001,0.001,0,0,,
818958215402348,,0.011,0.019,0.024,0.047,0.036,,,0.177,0.232,0.195,0.169,0.083,,,0.001,0.001,0.002,0.002,0,,
933075567509441,,0.004,0.012,0.041,0.091,0.192,0.182,,0.015,0.033,0.081,0.123,0.122,0.1,,,,0.001,0.001,0.002,0,
261051222361009,,0.117,0.113,0.11,0.069,0.041,0.027,,0.115,0.171,0.119,0.07,0.026,0.02,,0.001,0.001,0.001,0,0,0,
168947728345154,,0.099,0.103,0.099,0.083,0.046,0.029,,0.119,0.172,0.128,0.069,0.028,0.022,,0.001,0.001,0.001,0.001,0,0,0
206311644315330,,0.008,0.013,0.024,0.055,0.107,0.119,,0.05,0.083,0.13,0.144,0.138,0.124,,0,0.001,0.001,0.001,0,0.001,
952945942200608,,0.203,0.065,0.068,0.057,0.04,0.025,,0.193,0.129,0.1,0.058,0.027,0.028,,0.003,0.001,0.001,0,0,0.001,0
1086407775204910,,0.059,0.097,0.099,0.074,0.027,,,0.158,0.232,0.151,0.078,0.021,,,0.001,0.001,0.001,0,0,,
136612761704379,,0.024,0.061,0.078,0.092,0.041,,,0.125,0.204,0.183,0.136,0.051,,,0,0.001,0.002,0.002,0,,
2882352921976954,,0.053,0.075,0.103,0.085,0.039,,,0.136,0.2,0.175,0.097,0.034,,,0,0.001,0.002,0,0,,
278055270595440,,0.034,0.04,0.044,0.059,0.039,,,0.203,0.212,0.16,0.139,0.065,,,0.001,0.001,0.002,0.001,0,,
912496829595722,,0.113,0.069,0.078,0.065,0.046,0.033,,0.153,0.16,0.131,0.074,0.037,0.036,0,0.002,0.001,0.001,0,0,0.001,0
462778791697089,,0.059,0.098,0.12,0.105,0.043,,,0.123,0.185,0.147,0.091,0.027,,,0,0.001,0.001,0,0,,
461023328552666,,0.035,0.058,0.077,0.091,0.044,,,0.125,0.187,0.177,0.146,0.055,,,,0.001,0.003,0.002,0.001,,
1497566863927856,,0.027,0.067,0.073,0.076,0.04,,,0.141,0.247,0.162,0.113,0.048,,,0,0.001,0.002,0.002,0,,
131879488918945,,0.069,0.129,0.081,0.041,0.012,,,0.168,0.29,0.137,0.056,0.013,,,0.001,0.001,0.001,0,0,,
817665315507503,,0.007,0.012,0.04,0.094,0.134,0.194,,0.029,0.066,0.1,0.114,0.095,0.105,,0,0.001,0.003,0.002,0.001,0.002,
764637127587566,,0.441,0.08,0.018,0.007,,,,0.344,0.074,0.017,0.007,,,0.001,0.007,0.001,0,,,,0.001
357549525697669,,0.068,0.105,0.092,0.065,0.044,0.032,,0.12,0.148,0.158,0.091,0.042,0.031,,0.001,0.001,0.001,0,0,0,
1115443045641452,,0.202,0.071,0.073,0.06,0.04,0.024,,0.198,0.122,0.098,0.056,0.026,0.024,0,0.003,0.001,0.001,0,0,0,0
581022016204886,,0.056,0.076,0.075,0.092,0.09,0.055,,0.085,0.117,0.128,0.111,0.074,0.038,,0.001,0,0.001,0,0,0,
816372325902376,,0.025,0.029,0.035,0.048,0.034,,,0.224,0.225,0.17,0.138,0.066,,,0.001,0.001,0.002,0.002,0.001,,
2929108923992380,,0.064,0.098,0.109,0.091,0.039,,,0.122,0.192,0.159,0.095,0.028,,,0,0.001,0.001,0,0,,
141158534628752,,0.04,0.074,0.102,0.082,0.034,,,0.126,0.205,0.19,0.107,0.035,,,0,0.001,0.002,0.001,0,,
501786517546908,,0.03,0.048,0.072,0.091,0.053,,,0.126,0.166,0.169,0.163,0.073,,,0,0.001,0.002,0.002,0,,
1188756894890860,,0.056,0.097,0.102,0.078,0.03,,,0.15,0.22,0.156,0.084,0.023,,,0.001,0.002,0.002,0,0,,
167658425227397,,0.035,0.055,0.079,0.1,0.063,,,0.143,0.17,0.142,0.141,0.067,,,0,0.001,0.002,0.001,0,,
470521057556652,,0.021,0.031,0.045,0.071,0.032,,,0.181,0.202,0.194,0.155,0.061,,,0,0.001,0.002,0.002,0.001,,
1861646273990753,,0.049,0.077,0.083,0.051,0.016,,,0.157,0.249,0.203,0.09,0.02,,,0.001,0.002,0.001,0,0,,
361786671827045,,0.439,0.05,0.014,0.01,0.008,0.009,,0.357,0.059,0.016,0.012,0.004,0.007,0.001,0.009,0.001,0,,0,,0.003
134603355239837,,0.079,0.086,0.079,0.082,0.063,0.042,,0.088,0.124,0.139,0.115,0.063,0.036,,0.001,0.001,0.001,0,0,0,
826989428166196,,0.032,0.046,0.042,0.045,0.051,0.056,,0.108,0.194,0.147,0.11,0.08,0.084,,0.001,0.002,0.002,0.001,0,0.001,0
835700050627192,,0.074,0.115,0.086,0.071,0.029,,,0.194,0.264,0.092,0.056,0.017,,,0,0.001,0,0,0,,
483714776106765,,0.028,0.042,0.07,0.1,0.058,,,0.133,0.154,0.169,0.161,0.078,,,0,0.001,0.003,0.002,0.001,,
290297902706109,,0.042,0.07,0.132,0.111,0.048,,,0.098,0.151,0.191,0.113,0.039,,,0,0.001,0.002,0.001,0,,
119475306838930,,0.04,0.053,0.071,0.097,0.056,,,0.183,0.178,0.133,0.121,0.064,,,0.001,0.001,0.002,0.001,0,,
458711638724544,,0.045,0.048,0.053,0.075,0.099,0.128,,0.07,0.078,0.093,0.097,0.098,0.113,,0.001,0,0.001,0,0,0.001,
976740113069669,,0.063,0.088,0.075,0.051,0.028,,,0.203,0.261,0.132,0.068,0.029,,,0.001,0.001,0.001,0,0,,
988648131669369,,0.05,0.045,0.065,0.063,0.028,,,0.302,0.214,0.123,0.082,0.024,,,0.001,0.001,0.002,0.001,0,,
2909899972625373,,0.183,0.084,0.075,0.055,0.037,0.024,,0.172,0.142,0.112,0.06,0.026,0.026,0,0.002,0.001,0.001,0,0,0,0
878647269371503,,,0.088,0.176,0.151,0.074,0.046,,,0.134,0.16,0.1,0.036,0.03,,,0.001,0.002,0.001,0,0.001,
158084802879770,,,0.011,0.042,0.101,0.156,0.167,,,0.037,0.103,0.145,0.125,0.111,,,0,0.001,0.001,0.001,0.001,
907849683344707,,0.253,0.07,0.057,0.054,0.043,0.029,,0.185,0.114,0.082,0.055,0.029,0.024,0,0.003,0.001,0.001,0,0,0,0
499812648036774,,0.023,0.021,0.023,0.04,0.092,0.164,,0.065,0.075,0.08,0.103,0.135,0.176,,0,0,0.001,0,0.001,0.001,0
294794618904776,,0.004,0.008,0.02,0.083,0.195,0.318,,0.008,0.015,0.032,0.077,0.111,0.125,,,0,0,0,0.001,0.001,
274398837623698,,0.02,0.151,0.193,0.115,0.04,0.025,,0.007,0.132,0.161,0.093,0.026,0.032,,0,0.001,0.002,0.001,0,0.001,
484799145992922,,0.02,0.042,0.044,0.054,0.035,,,0.168,0.24,0.189,0.138,0.064,,,0,0.001,0.002,0.001,0.001,,
3830593843682968,,0.039,0.089,0.112,0.095,0.069,,,0.094,0.184,0.177,0.095,0.044,,,0,0.001,0.001,0,0,,
258897745749371,,0.018,0.091,0.105,0.074,0.043,,,0.069,0.237,0.198,0.116,0.046,,,0,0.001,0.002,0,0,,
1401843573526257,,0.021,0.029,0.047,0.064,0.041,,,0.178,0.207,0.177,0.158,0.073,,,0.001,0.001,0.002,0.002,0.001,,
282596606745118,,0.08,0.084,0.095,0.079,0.061,,,0.177,0.169,0.126,0.083,0.042,,,0.001,0.001,0.002,0,0,,
790949921816814,,0.029,0.056,0.069,0.085,0.043,,,0.144,0.195,0.171,0.141,0.06,,,0,0.001,0.003,0.002,0,,
732118464135332,,,0.007,0.033,0.081,0.109,0.107,,,0.082,0.154,0.186,0.126,0.111,,,0,0.001,0.001,0.001,0.001,
279545853770436,,0.047,0.074,0.102,0.084,0.057,,,0.128,0.189,0.168,0.103,0.046,,,0.001,0.001,0.001,0,0,,
1374829622871389,,0.029,0.036,0.053,0.071,0.043,,,0.182,0.199,0.164,0.148,0.069,,,0.001,0.001,0.002,0.002,0.001,,
1377204152672373,,0.003,0.01,0.03,0.064,0.103,0.112,,0.03,0.105,0.169,0.16,0.119,0.095,,0,0,0.001,0,0,0,
450987036126238,,0.017,0.026,0.043,0.069,0.046,,,0.175,0.213,0.171,0.161,0.074,,,0,0.001,0.002,0.001,0.001,,
286015069751939,,0.048,0.096,0.105,0.079,0.051,,,0.12,0.208,0.153,0.093,0.043,,,0.001,0.001,0.001,0,0,,
2772713249611991,,0.051,0.106,0.111,0.086,0.052,,,0.123,0.218,0.138,0.08,0.031,,,0,0.001,0.001,0,0,,
893253881222001,,0.024,0.051,0.061,0.067,0.039,,,0.141,0.224,0.183,0.143,0.06,,,0,0.001,0.002,0.001,0,,
916243719139938,,0.058,0.069,0.085,0.074,0.054,0.033,,0.145,0.196,0.141,0.077,0.034,0.029,0,0.001,0.001,0.001,0,0,0,0
854322478479449,,0.05,0.068,0.062,0.041,0.044,0.045,,0.186,0.23,0.121,0.063,0.037,0.047,,0.001,0.002,0.002,0.001,0,0.001,
872379976642316,,0.104,0.073,0.078,0.058,0.036,0.021,,0.163,0.195,0.136,0.075,0.029,0.026,0,0.002,0.001,0.001,0,0,0,0
779452523009915,,0.061,0.067,0.055,0.034,0.034,0.032,,0.208,0.254,0.122,0.059,0.031,0.036,,0.001,0.002,0.002,0.001,0,0.001,
193202649054523,,0.026,0.031,0.04,0.055,0.032,,,0.218,0.228,0.165,0.136,0.064,,,0.001,0.001,0.002,0.002,0,,
1018127852354950,,0.046,0.078,0.105,0.085,0.056,,,0.129,0.189,0.166,0.098,0.043,,,0.001,0.001,0.001,0,0,,
360553545243084,,0.215,0.066,0.068,0.061,0.043,0.027,,0.229,0.1,0.083,0.053,0.026,0.023,0,0.004,0.001,0.001,0,0,0,0
260995549076179,,0.233,0.072,0.057,0.045,0.031,0.021,,0.201,0.146,0.092,0.051,0.023,0.022,0,0.003,0.001,0.001,0,0,0,0
2562541774046983,,0.142,0.076,0.095,0.074,0.043,0.024,,0.151,0.146,0.124,0.067,0.026,0.027,,0.002,0.001,0.001,0,0,0.001,0
2539370873031432,,0.049,0.065,0.1,0.09,0.063,,,0.139,0.175,0.166,0.102,0.048,,,0,0.001,0.001,0,0,,
272302511046286,,0.013,0.014,0.033,0.052,0.039,,,0.265,0.171,0.156,0.16,0.093,,,0.001,0.001,0.002,0.002,0.001,,
2834879003303545,,0.115,0.077,0.088,0.071,0.045,0.029,,0.146,0.16,0.128,0.076,0.033,0.027,0,0.002,0.001,0.001,0,0,0,0
175487570963666,,0.019,0.022,0.04,0.067,0.04,,,0.207,0.179,0.17,0.166,0.083,,,0.001,0.001,0.002,0.001,0.001,,
757725111781410,,0.055,0.072,0.094,0.083,0.057,,,0.123,0.173,0.177,0.111,0.051,,,0.001,0.001,0.001,0,0,,
1353734181660596,,0.124,0.079,0.099,0.084,0.053,0.035,,0.123,0.138,0.123,0.075,0.035,0.029,0,0.001,0.001,0.001,0,0,0.001,0
748529502524554,,0.065,0.073,0.099,0.077,0.048,,,0.137,0.176,0.178,0.1,0.043,,,0.001,0.001,0.002,0,0,,
2900801566830239,,0.029,0.041,0.06,0.081,0.046,,,0.149,0.185,0.179,0.158,0.065,,,0.001,0.001,0.002,0.001,0,,
132658588803583,,0.021,0.04,0.043,0.059,0.039,,,0.173,0.226,0.181,0.146,0.066,,,0,0.001,0.002,0.002,0,,
274584997481083,,0.044,0.076,0.102,0.096,0.069,,,0.115,0.204,0.153,0.093,0.045,,,0,0.001,0.001,0,0,,
434722544292571,,0.169,0.079,0.067,0.059,0.041,0.026,,0.167,0.166,0.106,0.062,0.029,0.025,0,0.002,0.001,0.001,0,0,0,0
2875222159417010,,0.143,0.072,0.074,0.062,0.039,0.027,,0.154,0.17,0.127,0.07,0.03,0.028,0,0.002,0.001,0.001,0,0,0.001,0
225673082328982,,,0.022,0.059,0.105,0.112,0.101,,,0.092,0.144,0.159,0.112,0.091,,,0.001,0.001,0.001,0.001,0.001,
508902136793093,,0.026,0.037,0.077,0.115,0.064,,,0.118,0.133,0.174,0.173,0.079,,,0,0,0.002,0.002,0,,
1797361203779926,,0.054,0.079,0.102,0.1,0.041,,,0.134,0.192,0.167,0.098,0.031,,,0,0.001,0.001,0,0,,
708190996521962,,0.021,0.03,0.042,0.061,0.038,,,0.168,0.208,0.182,0.169,0.074,,,0.001,0.001,0.002,0.002,0.001,,
171157578172520,,0.055,0.077,0.094,0.078,0.036,,,0.121,0.202,0.187,0.11,0.036,,,0.001,0.001,0.002,0,0,,
132919478772003,,0.026,0.026,0.043,0.072,0.053,,,0.207,0.165,0.157,0.159,0.087,,,0.001,0.001,0.001,0.001,0.001,,
1390933437918664,,0.059,0.089,0.103,0.08,0.06,,,0.121,0.198,0.16,0.083,0.043,,,0.001,0.001,0.001,0,0,,
1115434738976946,,0.054,0.083,0.116,0.1,0.065,0.031,,0.095,0.147,0.151,0.09,0.038,0.027,,0,0.001,0.001,0,0,0,
922370408597428,,,0.013,0.055,0.114,0.131,0.125,,,0.049,0.137,0.166,0.118,0.09,,,0,0.001,0.001,0,0.001,
246892977145580,,0.049,0.119,0.126,0.098,0.07,,,0.084,0.188,0.14,0.083,0.041,,,0,0.001,0.001,0,0,,
528372811483378,,0.02,0.044,0.054,0.073,0.047,,,0.138,0.216,0.185,0.148,0.07,,,0,0.001,0.002,0.001,0,,
120565303318399,,0.462,0.044,0.007,0.003,0.002,0.004,,0.386,0.057,0.008,0.003,0.001,0.003,0,0.013,0.002,0,0,,0,0.002
791778131721264,,0.054,0.081,0.078,0.06,0.032,0.019,,0.148,0.24,0.148,0.076,0.031,0.029,,0.001,0.001,0.002,0,0,0.001,
2859794414277021,,,0.081,0.165,0.168,0.093,0.045,,,0.113,0.148,0.11,0.047,0.028,,,0.001,0.001,0.001,0,0,
467423997739718,,0.003,0.015,0.066,0.126,0.154,0.146,,0.009,0.042,0.113,0.133,0.102,0.086,,0,0,0.001,0.001,0.001,0,
3822461017802514,,0.391,0.104,0.019,0.007,0.002,0.004,,0.335,0.105,0.014,0.004,0.001,0.006,,0.006,0.001,0,0,0,0,
196606975233495,,0.353,0.155,0.024,0.009,0.003,0.004,,0.289,0.136,0.014,0.004,0.001,0.005,,0.003,0.001,0,0,,0,
2604127829886260,,0.386,0.16,0.034,0.018,0.007,0.008,,0.249,0.105,0.016,0.004,0.001,0.006,,0.004,0.001,0,0,0,0,
1117849912044887,,0.418,0.133,0.025,0.007,0.002,0.004,,0.289,0.093,0.013,0.004,0.001,0.005,,0.005,0.001,0,0,0,0,
513220586735679,,0.397,0.145,0.033,0.012,0.004,0.007,,0.282,0.088,0.014,0.005,0.001,0.007,,0.005,0.001,0,0,0,0,
200511944777117,,0.388,0.074,0.016,0.01,0.004,0.008,,0.382,0.079,0.013,0.003,0.003,0.007,,0.012,0.001,0,,,0,
481738482847323,,0.072,0.079,0.089,0.07,0.051,,,0.174,0.177,0.163,0.085,0.037,,,0.001,0.001,0.001,0,0,,
192894412636485,,0.02,0.028,0.065,0.104,0.067,,,0.11,0.124,0.184,0.194,0.099,,,0,0.001,0.002,0.002,0.001,,
467528371265161,,0.046,0.048,0.054,0.07,0.037,,,0.233,0.202,0.141,0.113,0.051,,,0.001,0.001,0.002,0.001,0,,
149787213704080,,0.066,0.076,0.073,0.063,0.047,,,0.162,0.233,0.146,0.087,0.042,,,0.001,0.001,0.002,0.001,0,,
919726572110445,,0.061,0.084,0.106,0.087,0.05,0.031,,0.113,0.159,0.15,0.085,0.036,0.032,,0.001,0.001,0.002,0,0,0.001,
812701629334635,,0.101,0.134,0.122,0.092,0.053,0.028,,0.115,0.154,0.104,0.053,0.022,0.02,,0,0.001,0.001,0,0,0,
761743367809630,,0.074,0.139,0.143,0.102,0.054,0.029,,0.074,0.158,0.114,0.062,0.024,0.023,,0,0.001,0.001,0,0,0.001,
3764036670348623,,0.495,0.054,0.009,0.004,0.002,0.004,,0.35,0.058,0.007,0.002,0.001,0.004,,0.009,0.001,0,0,0,0,
